  100 2300.426007
  300 1294.449489
  500 1281.943287
  700 1310.256609
  900 1226.300046
 1100 798.265948
 1300 704.230174
 1500 682.281340
 1700 667.378494
 1900 659.143362
 2100 646.049524
 2300 613.533292
 2500 612.385747
 2700 605.884050
 2900 592.654810
