  200 1949.662231 
 1200 1897.879028 
 2200 1903.966919 
 3200 1913.780640 
 4200 1923.101685 
 5200 1922.802734 
 6200 1926.219238 
 7200 1925.777710 
 8200 1874.654663 
 9200 1901.543701 
10200 1898.140015 
