  100 836.629145
  300 829.368005
  500 824.548148
  700 827.181903
  900 794.213915
 1100 821.372723
 1300 813.629409
 1500 822.383723
 1700 818.271627
 1900 821.128753
 2100 820.866629
 2300 818.924401
 2500 820.878468
 2700 820.325831
 2900 817.553025
